condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,42.8,11.98
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,43.0,11.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,43.2,11.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,43.4,11.99
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,43.6,12.32
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,43.8,12.9
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,44.0,13.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,44.2,14.51
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,44.4,15.24
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,44.6,15.63
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,44.8,15.45
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,45.0,14.5
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,45.2,12.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,45.4,9.85
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,45.6,6.16
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,45.8,1.77
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,46.0,-2.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,46.2,-5.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,46.4,-9.36
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,46.6,-12.27
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,46.8,-14.4
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,47.0,-15.58
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,47.2,-15.69
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,47.4,-14.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,47.6,-12.85
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,47.8,-10.23
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,48.0,-7.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,48.2,-4.0
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,48.4,-1.05
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,48.6,1.82
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,48.8,4.03
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,49.0,5.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,49.2,4.76
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,49.4,3.4
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,49.6,1.24
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,49.8,-0.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,50.0,-2.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,50.2,-4.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,50.4,-4.43
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,50.6,-3.64
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,50.8,-1.44
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,51.0,3.05
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,51.2,10.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,51.4,18.73
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,51.6,28.81
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,51.8,39.72
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,52.0,50.89
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,52.2,61.69
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,52.4,71.53
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,52.6,79.9
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,52.8,86.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,53.0,90.75
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,53.2,92.85
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,53.4,92.73
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,53.6,90.54
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,53.8,86.55
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,54.0,81.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,54.2,74.52
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,54.4,67.2
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,54.6,59.48
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,54.8,51.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,55.0,43.99
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,55.2,36.63
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,55.4,29.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,55.6,23.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,55.8,17.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,56.0,12.55
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,56.2,8.13
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,56.4,4.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,56.6,1.37
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,56.8,-0.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,57.0,-2.52
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,57.2,-3.43
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,57.4,-3.71
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,57.6,-3.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,57.8,-2.81
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,58.0,-1.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,58.2,-0.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,58.4,-0.12
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,58.6,0.42
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,58.8,0.54
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,59.0,0.16
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,59.2,-0.73
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,59.4,-2.06
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,59.6,-3.7
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,59.8,-5.41
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,60.0,-6.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,60.2,-7.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,60.4,-8.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,60.6,-7.35
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,60.8,-5.24
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,61.0,-1.71
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,61.2,3.27
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,61.4,9.59
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,61.6,17.06
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,61.8,25.36
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,62.0,34.11
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,62.2,42.85
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,62.4,51.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,62.6,58.37
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,62.8,64.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,63.0,68.38
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,63.2,70.49
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,63.4,70.44
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,63.6,68.21
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,63.8,63.92
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,64.0,57.79
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,64.2,50.14
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,64.4,41.37
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,64.6,31.95
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,64.8,22.34
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,65.0,13.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,65.2,4.41
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,65.4,-3.12
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,65.6,-9.26
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,65.8,-13.84
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,66.0,-16.75
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,66.2,-18.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,66.4,-17.73
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,66.6,-16.1
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,66.8,-13.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,67.0,-9.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,67.2,-6.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,67.4,-2.06
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,67.6,1.66
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,67.8,0.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,68.0,2.2
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,68.2,3.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,68.4,3.87
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,68.6,4.23
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,68.8,4.32
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,69.0,4.2
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,69.2,3.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,69.4,3.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,69.6,3.44
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,69.8,3.35
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,70.0,3.48
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,70.2,3.9
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,70.4,4.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,70.6,5.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,70.8,7.16
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,71.0,8.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,71.2,10.84
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,71.4,12.97
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,71.6,15.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,71.8,17.41
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,72.0,19.53
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,72.2,21.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,72.4,23.12
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,72.6,24.45
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,72.8,25.38
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,73.0,25.87
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,73.2,25.89
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,73.4,25.42
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,73.6,24.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,73.8,23.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,74.0,21.11
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,74.2,18.78
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,74.4,16.08
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,74.6,13.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,74.8,9.87
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,75.0,6.53
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,75.2,3.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,75.4,-0.1
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,75.6,-3.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,75.8,-5.94
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,76.0,-8.33
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,76.2,-10.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,76.4,-11.75
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,76.6,-12.75
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,76.8,-13.31
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,77.0,-13.47
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,77.2,-13.31
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,77.4,-12.92
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,77.6,-12.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,77.8,-11.79
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,78.0,-11.18
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,78.2,-10.59
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,78.4,-10.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,78.6,-9.43
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,78.8,-8.78
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,79.0,-8.0
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,79.2,-7.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,79.4,-5.77
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,79.6,-4.22
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,79.8,-2.38
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,80.0,-0.29
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,80.2,1.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,80.4,4.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,80.6,6.42
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,80.8,8.29
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,81.0,9.7
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,81.2,10.5
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,81.4,10.57
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,81.6,9.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,81.8,8.42
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,82.0,6.29
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,82.2,3.62
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,82.4,0.6
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,82.6,-2.54
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,82.8,-5.58
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,83.0,-8.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,83.2,-10.48
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,83.4,-12.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,83.6,-12.86
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,83.8,-12.98
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,84.0,-12.45
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,84.2,-11.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,84.4,-9.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,84.6,-8.31
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,84.8,-6.63
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,85.0,-5.04
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,85.2,-3.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,85.4,-2.56
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,85.6,-1.72
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,85.8,-1.13
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,86.0,-0.71
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,86.2,-0.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,86.4,-0.1
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,86.6,0.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,86.8,0.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,87.0,1.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,87.2,1.76
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,87.4,2.33
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,87.6,2.82
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,87.8,3.18
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,88.0,3.34
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,88.2,3.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,88.4,3.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,88.6,2.6
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,88.8,2.14
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,89.0,1.75
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,89.2,1.54
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,89.4,1.63
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,89.6,2.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,89.8,2.9
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,90.0,4.02
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,90.2,5.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,90.4,6.47
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,90.6,7.31
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,90.8,7.52
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,91.0,6.81
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,91.2,4.95
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,91.4,1.82
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,91.6,-2.63
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,91.8,-8.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,92.0,-14.8
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,92.2,-21.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,92.4,-29.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,92.6,-35.64
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,92.8,-41.22
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,93.0,-45.26
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,93.2,-47.38
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,93.4,-47.35
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,93.6,-45.15
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,93.8,-40.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,94.0,-35.05
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,94.2,-28.03
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,94.4,-20.5
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,94.6,-13.14
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,94.8,-6.62
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,95.0,-1.52
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,95.2,1.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,95.4,2.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,95.6,1.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,95.8,-0.92
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,96.0,-5.34
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,96.2,-10.78
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,96.4,-16.62
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,96.6,-22.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,96.8,-26.92
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,97.0,-30.3
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,97.2,-32.0
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,97.4,-31.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,97.6,-29.99
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,97.8,-26.56
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,98.0,-21.99
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,98.2,-16.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,98.4,-11.34
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,98.6,-6.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,98.8,-1.98
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,99.0,1.26
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,99.2,3.3
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,99.4,4.15
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,99.6,3.94
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,99.8,2.94
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,100.0,1.5
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,100.2,-0.06
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,100.4,-1.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,100.6,-2.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,100.8,-2.49
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,101.0,-2.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,101.2,-1.13
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,101.4,0.2
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,101.6,1.62
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,101.8,2.85
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,102.0,3.6
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,102.2,3.66
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,102.4,2.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,102.6,1.24
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,102.8,-1.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,103.0,-4.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,103.2,-7.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,103.4,-10.73
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,103.6,-13.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,103.8,-15.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,104.0,-17.33
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,104.2,-17.74
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,104.4,-17.15
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,104.6,-15.67
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,104.8,-13.51
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,105.0,-10.96
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,105.2,-8.34
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,105.4,-6.0
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,105.6,-4.22
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,105.8,-3.25
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,106.0,-3.23
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,106.2,-4.18
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,106.4,-6.04
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,106.6,-8.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,106.8,-11.78
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,107.0,-15.14
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,107.2,-18.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,107.4,-21.46
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,107.6,-23.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,107.8,-20.98
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,108.0,-21.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,108.2,-22.17
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,108.4,-21.86
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,108.6,-21.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,108.8,-19.66
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,109.0,-17.88
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,109.2,-15.71
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,109.4,-13.21
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,109.6,-10.44
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,109.8,-7.44
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,110.0,-4.3
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,110.2,-1.13
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,110.4,1.93
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,110.6,4.71
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,110.8,7.01
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,111.0,8.62
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,111.2,9.35
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,111.4,9.05
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,111.6,7.61
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,111.8,5.03
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,112.0,1.4
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,112.2,-3.09
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,112.4,-8.16
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,112.6,-13.43
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,112.8,-18.5
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,113.0,-22.95
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,113.2,-26.41
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,113.4,-28.58
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,113.6,-29.28
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,113.8,-28.47
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,114.0,-26.26
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,114.2,-22.91
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,114.4,-18.8
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,114.6,-14.39
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,114.8,-10.18
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,115.0,-6.65
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,115.2,-4.19
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,115.4,-3.1
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,115.6,-3.51
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,115.8,-5.38
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,116.0,-8.53
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,116.2,-12.6
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,116.4,-17.15
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,116.6,-21.69
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,116.8,-25.72
AAV8-RK-GFP-polyA-stuffer,4,7,3.1,117.0,-28.82
