sample_id,condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,107.5,1.39
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,108.0,3.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,108.5,5.15
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,109.0,2.95
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,109.5,3.86
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,110.0,3.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,110.5,3.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,111.0,4.04
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,111.5,3.78
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,112.0,3.37
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,112.5,5.62
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,113.0,3.85
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,113.5,4.63
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,114.0,5.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,114.5,4.62
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,115.0,4.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,115.5,2.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,116.0,1.83
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,116.5,4.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,117.0,3.96
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,117.5,0.85
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,118.0,2.43
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,118.5,3.74
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,119.0,2.55
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,119.5,2.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,120.0,3.25
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,120.5,2.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,121.0,2.89
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,121.5,4.02
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,122.0,4.4
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,122.5,5.61
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,123.0,1.14
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,123.5,2.97
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,124.0,1.49
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,124.5,3.48
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,125.0,1.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,125.5,3.1
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,126.0,2.78
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,126.5,2.32
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,127.0,3.15
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,127.5,5.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,128.0,2.77
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,128.5,3.17
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,129.0,1.89
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,129.5,2.9
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,130.0,3.16
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,130.5,2.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,131.0,1.93
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,131.5,0.69
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,132.0,2.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,132.5,4.02
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,133.0,1.84
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,133.5,3.27
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,134.0,1.86
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,134.5,3.83
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,135.0,1.37
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,135.5,4.96
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,136.0,1.06
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,136.5,3.99
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,137.0,1.68
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,137.5,3.61
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,138.0,3.94
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,138.5,4.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,139.0,0.61
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,139.5,2.47
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,140.0,4.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,140.5,1.84
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,141.0,3.54
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,141.5,0.98
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,142.0,2.84
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,142.5,1.53
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,143.0,3.11
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,143.5,3.55
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,144.0,3.96
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,144.5,1.79
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,145.0,2.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,145.5,0.88
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,146.0,5.11
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,146.5,3.24
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,147.0,0.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,147.5,1.53
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,148.0,0.9
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,148.5,1.45
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,149.0,1.83
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,149.5,1.03
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,150.0,2.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,150.5,0.06
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,151.0,2.64
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,151.5,1.43
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,152.0,1.43
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,152.5,1.35
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,153.0,4.5
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,153.5,0.45
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,154.0,3.65
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,154.5,2.06
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,155.0,5.39
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,155.5,3.94
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,156.0,2.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,156.5,4.28
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,157.0,0.26
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,157.5,4.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,158.0,2.47
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,158.5,1.83
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,159.0,2.88
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,159.5,1.99
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,160.0,3.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,160.5,1.2
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,161.0,2.26
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,161.5,-1.0
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,162.0,-0.54
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,162.5,2.18
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,163.0,2.17
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,163.5,0.13
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,164.0,3.13
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,164.5,2.57
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,165.0,1.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,165.5,4.74
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,166.0,3.78
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,166.5,1.44
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,167.0,0.85
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,167.5,0.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,168.0,1.04
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,168.5,3.78
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,169.0,0.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,169.5,4.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,170.0,-1.28
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,170.5,3.04
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,171.0,-0.52
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,171.5,0.82
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,172.0,1.39
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,172.5,-0.4
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,173.0,0.33
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,173.5,-0.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,174.0,3.42
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,174.5,4.2
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,175.0,2.68
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,175.5,0.98
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,176.0,3.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,176.5,1.27
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,177.0,6.51
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,177.5,0.65
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,178.0,2.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,178.5,4.5
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,179.0,-2.52
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,179.5,0.81
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,180.0,-1.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,180.5,2.02
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,181.0,2.84
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,181.5,-0.81
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,182.0,-0.61
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,182.5,4.68
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,183.0,1.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,183.5,0.99
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,184.0,1.26
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,184.5,0.51
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,185.0,-0.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,185.5,1.86
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,186.0,3.37
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,186.5,-0.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,187.0,-0.49
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,187.5,-0.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,188.0,0.89
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,188.5,2.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,189.0,1.16
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,189.5,1.84
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,190.0,0.93
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,190.5,-0.06
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,191.0,-1.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,191.5,0.97
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,192.0,1.97
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,192.5,2.19
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,193.0,-2.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,193.5,-0.57
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,194.0,0.26
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,194.5,-1.17
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,195.0,1.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,195.5,1.53
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,196.0,-0.04
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,196.5,2.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,197.0,1.81
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,197.5,0.46
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,198.0,0.42
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,198.5,0.48
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,199.0,-0.57
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,199.5,1.91
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,200.0,0.48
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,200.5,-1.02
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,201.0,1.55
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,201.5,3.66
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,202.0,2.4
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,202.5,2.81
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,203.0,0.91
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,203.5,1.04
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,204.0,0.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,204.5,0.89
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,205.0,1.43
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,205.5,0.49
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,206.0,-0.32
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,206.5,3.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,207.0,1.11
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,207.5,1.21
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,208.0,-1.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,208.5,1.94
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,209.0,0.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,209.5,0.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,210.0,0.73
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,210.5,-0.09
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,211.0,4.12
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,211.5,2.0
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,212.0,0.06
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,212.5,-0.98
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,213.0,-0.35
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,213.5,-0.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,214.0,1.67
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,214.5,3.44
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,215.0,0.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,215.5,0.41
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,216.0,-0.42
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,216.5,-0.68
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,217.0,-0.15
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,217.5,0.93
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,218.0,0.91
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,218.5,2.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,219.0,-0.21
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,219.5,0.26
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,220.0,0.57
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,220.5,0.22
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,221.0,-0.82
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,221.5,3.36
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,222.0,2.05
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,222.5,0.95
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,223.0,1.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,223.5,3.07
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,224.0,2.0
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,224.5,-1.48
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,225.0,-0.94
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,225.5,1.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,226.0,0.9
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,226.5,-2.4
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,227.0,0.68
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,227.5,3.98
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,228.0,-1.36
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,228.5,2.53
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,229.0,-1.55
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,229.5,1.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,230.0,-0.09
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,230.5,0.16
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,231.0,0.92
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,231.5,1.2
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,232.0,0.31
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,232.5,-1.82
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,233.0,0.16
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,233.5,1.97
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,234.0,1.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,234.5,1.72
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,235.0,-0.13
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,235.5,2.54
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,236.0,-1.12
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,236.5,1.17
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,237.0,-2.54
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,237.5,-0.39
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,238.0,-0.8
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,238.5,-0.89
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,239.0,-0.3
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,239.5,1.75
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,240.0,0.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,240.5,-3.01
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,241.0,0.9
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,241.5,0.71
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,242.0,0.83
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,242.5,0.63
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,243.0,0.81
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,243.5,-0.38
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,244.0,1.09
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,244.5,1.14
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,245.0,-0.36
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,245.5,0.41
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,246.0,0.86
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,246.5,2.18
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,247.0,0.2
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,247.5,-1.45
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,248.0,-1.25
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,248.5,3.29
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,249.0,3.65
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,249.5,0.7
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,3,0.1,250.0,1.23
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-20.0,-2.18
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-19.5,-0.8
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-19.0,-0.58
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-18.5,-0.56
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-18.0,-0.87
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-17.5,0.02
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-17.0,0.5
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-16.5,-2.48
MOCK-20_RE,AAV8-RK-GFP-polyA-stuffer,4,4,1.0,-16.0,1.09
