condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
AAV8-RK-PDE6B,3,5,1.9,201.4,-34.75
AAV8-RK-PDE6B,3,5,1.9,201.6,-31.73
AAV8-RK-PDE6B,3,5,1.9,201.8,-29.08
AAV8-RK-PDE6B,3,5,1.9,202.0,-26.9
AAV8-RK-PDE6B,3,5,1.9,202.2,-25.23
AAV8-RK-PDE6B,3,5,1.9,202.4,-42.06
AAV8-RK-PDE6B,3,5,1.9,202.6,-46.64
AAV8-RK-PDE6B,3,5,1.9,202.8,-48.99
AAV8-RK-PDE6B,3,5,1.9,203.0,-48.86
AAV8-RK-PDE6B,3,5,1.9,203.2,-46.25
AAV8-RK-PDE6B,3,5,1.9,203.4,-41.43
AAV8-RK-PDE6B,3,5,1.9,203.6,-34.84
AAV8-RK-PDE6B,3,5,1.9,203.8,-27.13
AAV8-RK-PDE6B,3,5,1.9,204.0,-19.02
AAV8-RK-PDE6B,3,5,1.9,204.2,-11.25
AAV8-RK-PDE6B,3,5,1.9,204.4,-4.52
AAV8-RK-PDE6B,3,5,1.9,204.6,0.6
AAV8-RK-PDE6B,3,5,1.9,204.8,3.72
AAV8-RK-PDE6B,3,5,1.9,205.0,4.66
AAV8-RK-PDE6B,3,5,1.9,205.2,3.45
AAV8-RK-PDE6B,3,5,1.9,205.4,0.35
AAV8-RK-PDE6B,3,5,1.9,205.6,-4.24
AAV8-RK-PDE6B,3,5,1.9,205.8,-9.76
AAV8-RK-PDE6B,3,5,1.9,206.0,-15.65
AAV8-RK-PDE6B,3,5,1.9,206.2,-21.31
AAV8-RK-PDE6B,3,5,1.9,206.4,-26.25
AAV8-RK-PDE6B,3,5,1.9,206.6,-30.07
AAV8-RK-PDE6B,3,5,1.9,206.8,-32.54
AAV8-RK-PDE6B,3,5,1.9,207.0,-33.62
AAV8-RK-PDE6B,3,5,1.9,207.2,-33.39
AAV8-RK-PDE6B,3,5,1.9,207.4,-32.12
AAV8-RK-PDE6B,3,5,1.9,207.6,-30.14
AAV8-RK-PDE6B,3,5,1.9,207.8,-27.85
AAV8-RK-PDE6B,3,5,1.9,208.0,-25.67
AAV8-RK-PDE6B,3,5,1.9,208.2,-23.94
AAV8-RK-PDE6B,3,5,1.9,208.4,-22.93
AAV8-RK-PDE6B,3,5,1.9,208.6,-22.8
AAV8-RK-PDE6B,3,5,1.9,208.8,-23.58
AAV8-RK-PDE6B,3,5,1.9,209.0,-25.18
AAV8-RK-PDE6B,3,5,1.9,209.2,-27.4
AAV8-RK-PDE6B,3,5,1.9,209.4,-29.98
AAV8-RK-PDE6B,3,5,1.9,209.6,-32.61
AAV8-RK-PDE6B,3,5,1.9,209.8,-34.98
AAV8-RK-PDE6B,3,5,1.9,210.0,-36.82
AAV8-RK-PDE6B,3,5,1.9,210.2,-37.92
AAV8-RK-PDE6B,3,5,1.9,210.4,-38.18
AAV8-RK-PDE6B,3,5,1.9,210.6,-37.57
AAV8-RK-PDE6B,3,5,1.9,210.8,-36.16
AAV8-RK-PDE6B,3,5,1.9,211.0,-34.11
AAV8-RK-PDE6B,3,5,1.9,211.2,-31.61
AAV8-RK-PDE6B,3,5,1.9,211.4,-28.93
AAV8-RK-PDE6B,3,5,1.9,211.6,-26.29
AAV8-RK-PDE6B,3,5,1.9,211.8,-23.92
AAV8-RK-PDE6B,3,5,1.9,212.0,-22.01
AAV8-RK-PDE6B,3,5,1.9,212.2,-20.66
AAV8-RK-PDE6B,3,5,1.9,212.4,-19.92
AAV8-RK-PDE6B,3,5,1.9,212.6,-19.79
AAV8-RK-PDE6B,3,5,1.9,212.8,-20.18
AAV8-RK-PDE6B,3,5,1.9,213.0,-20.98
AAV8-RK-PDE6B,3,5,1.9,213.2,-22.03
AAV8-RK-PDE6B,3,5,1.9,213.4,-23.18
AAV8-RK-PDE6B,3,5,1.9,213.6,-24.27
AAV8-RK-PDE6B,3,5,1.9,213.8,-25.17
AAV8-RK-PDE6B,3,5,1.9,214.0,-25.78
AAV8-RK-PDE6B,3,5,1.9,214.2,-26.04
AAV8-RK-PDE6B,3,5,1.9,214.4,-25.95
AAV8-RK-PDE6B,3,5,1.9,214.6,-25.53
AAV8-RK-PDE6B,3,5,1.9,214.8,-24.86
AAV8-RK-PDE6B,3,5,1.9,215.0,-24.04
AAV8-RK-PDE6B,3,5,1.9,215.2,-23.21
AAV8-RK-PDE6B,3,5,1.9,215.4,-22.51
AAV8-RK-PDE6B,3,5,1.9,215.6,-22.11
AAV8-RK-PDE6B,3,5,1.9,215.8,-22.16
AAV8-RK-PDE6B,3,5,1.9,216.0,-22.78
AAV8-RK-PDE6B,3,5,1.9,216.2,-24.08
AAV8-RK-PDE6B,3,5,1.9,216.4,-26.14
AAV8-RK-PDE6B,3,5,1.9,216.6,-28.96
AAV8-RK-PDE6B,3,5,1.9,216.8,-32.51
AAV8-RK-PDE6B,3,5,1.9,217.0,-36.69
AAV8-RK-PDE6B,3,5,1.9,217.2,-41.33
AAV8-RK-PDE6B,3,5,1.9,217.4,-46.19
AAV8-RK-PDE6B,3,5,1.9,217.6,-51.0
AAV8-RK-PDE6B,3,5,1.9,217.8,-55.45
AAV8-RK-PDE6B,3,5,1.9,218.0,-59.22
AAV8-RK-PDE6B,3,5,1.9,218.2,-61.97
AAV8-RK-PDE6B,3,5,1.9,218.4,-63.45
AAV8-RK-PDE6B,3,5,1.9,218.6,-63.45
AAV8-RK-PDE6B,3,5,1.9,218.8,-61.85
AAV8-RK-PDE6B,3,5,1.9,219.0,-58.67
AAV8-RK-PDE6B,3,5,1.9,219.2,-54.03
AAV8-RK-PDE6B,3,5,1.9,219.4,-48.18
AAV8-RK-PDE6B,3,5,1.9,219.6,-41.51
AAV8-RK-PDE6B,3,5,1.9,219.8,-34.46
AAV8-RK-PDE6B,3,5,1.9,220.0,-27.54
AAV8-RK-PDE6B,3,5,1.9,220.2,-21.29
AAV8-RK-PDE6B,3,5,1.9,220.4,-16.18
AAV8-RK-PDE6B,3,5,1.9,220.6,-12.63
AAV8-RK-PDE6B,3,5,1.9,220.8,-10.92
AAV8-RK-PDE6B,3,5,1.9,221.0,-11.16
AAV8-RK-PDE6B,3,5,1.9,221.2,-13.33
AAV8-RK-PDE6B,3,5,1.9,221.4,-17.19
AAV8-RK-PDE6B,3,5,1.9,221.6,-22.39
AAV8-RK-PDE6B,3,5,1.9,221.8,-28.4
AAV8-RK-PDE6B,3,5,1.9,222.0,-34.66
AAV8-RK-PDE6B,3,5,1.9,222.2,-40.56
AAV8-RK-PDE6B,3,5,1.9,222.4,-45.52
AAV8-RK-PDE6B,3,5,1.9,222.6,-49.06
AAV8-RK-PDE6B,3,5,1.9,222.8,-50.83
AAV8-RK-PDE6B,3,5,1.9,223.0,-50.63
AAV8-RK-PDE6B,3,5,1.9,223.2,-48.48
AAV8-RK-PDE6B,3,5,1.9,223.4,-44.57
AAV8-RK-PDE6B,3,5,1.9,223.6,-39.23
AAV8-RK-PDE6B,3,5,1.9,223.8,-32.96
AAV8-RK-PDE6B,3,5,1.9,224.0,-26.31
AAV8-RK-PDE6B,3,5,1.9,224.2,-19.86
AAV8-RK-PDE6B,3,5,1.9,224.4,-14.14
AAV8-RK-PDE6B,3,5,1.9,224.6,-9.61
AAV8-RK-PDE6B,3,5,1.9,224.8,-6.59
AAV8-RK-PDE6B,3,5,1.9,225.0,-5.25
AAV8-RK-PDE6B,3,5,1.9,225.2,-5.58
AAV8-RK-PDE6B,3,5,1.9,225.4,-7.41
AAV8-RK-PDE6B,3,5,1.9,225.6,-10.46
AAV8-RK-PDE6B,3,5,1.9,225.8,-14.33
AAV8-RK-PDE6B,3,5,1.9,226.0,-18.59
AAV8-RK-PDE6B,3,5,1.9,226.2,-22.8
AAV8-RK-PDE6B,3,5,1.9,226.4,-26.57
AAV8-RK-PDE6B,3,5,1.9,226.6,-29.61
AAV8-RK-PDE6B,3,5,1.9,226.8,-31.73
AAV8-RK-PDE6B,3,5,1.9,227.0,-32.89
AAV8-RK-PDE6B,3,5,1.9,227.2,-33.17
AAV8-RK-PDE6B,3,5,1.9,227.4,-32.74
AAV8-RK-PDE6B,3,5,1.9,227.6,-31.86
AAV8-RK-PDE6B,3,5,1.9,227.8,-30.85
AAV8-RK-PDE6B,3,5,1.9,228.0,-30.0
AAV8-RK-PDE6B,3,5,1.9,228.2,-29.59
AAV8-RK-PDE6B,3,5,1.9,228.4,-29.8
AAV8-RK-PDE6B,3,5,1.9,228.6,-30.74
AAV8-RK-PDE6B,3,5,1.9,228.8,-32.41
AAV8-RK-PDE6B,3,5,1.9,229.0,-34.69
AAV8-RK-PDE6B,3,5,1.9,229.2,-37.39
AAV8-RK-PDE6B,3,5,1.9,229.4,-40.26
AAV8-RK-PDE6B,3,5,1.9,229.6,-43.0
AAV8-RK-PDE6B,3,5,1.9,229.8,-45.32
AAV8-RK-PDE6B,3,5,1.9,230.0,-46.97
AAV8-RK-PDE6B,3,5,1.9,230.2,-47.77
AAV8-RK-PDE6B,3,5,1.9,230.4,-47.6
AAV8-RK-PDE6B,3,5,1.9,230.6,-46.46
AAV8-RK-PDE6B,3,5,1.9,230.8,-44.43
AAV8-RK-PDE6B,3,5,1.9,231.0,-41.68
AAV8-RK-PDE6B,3,5,1.9,231.2,-38.44
AAV8-RK-PDE6B,3,5,1.9,231.4,-34.99
AAV8-RK-PDE6B,3,5,1.9,231.6,-31.6
AAV8-RK-PDE6B,3,5,1.9,231.8,-28.53
AAV8-RK-PDE6B,3,5,1.9,232.0,-26.02
AAV8-RK-PDE6B,3,5,1.9,232.2,-24.22
AAV8-RK-PDE6B,3,5,1.9,232.4,-23.22
AAV8-RK-PDE6B,3,5,1.9,232.6,-23.03
AAV8-RK-PDE6B,3,5,1.9,232.8,-23.57
AAV8-RK-PDE6B,3,5,1.9,233.0,-24.71
AAV8-RK-PDE6B,3,5,1.9,233.2,-26.28
AAV8-RK-PDE6B,3,5,1.9,233.4,-28.07
AAV8-RK-PDE6B,3,5,1.9,233.6,-29.86
AAV8-RK-PDE6B,3,5,1.9,233.8,-31.45
AAV8-RK-PDE6B,3,5,1.9,234.0,-32.68
AAV8-RK-PDE6B,3,5,1.9,234.2,-33.41
AAV8-RK-PDE6B,3,5,1.9,234.4,-33.58
AAV8-RK-PDE6B,3,5,1.9,234.6,-33.18
AAV8-RK-PDE6B,3,5,1.9,234.8,-32.28
AAV8-RK-PDE6B,3,5,1.9,235.0,-30.98
AAV8-RK-PDE6B,3,5,1.9,235.2,-29.43
AAV8-RK-PDE6B,3,5,1.9,235.4,-27.83
AAV8-RK-PDE6B,3,5,1.9,235.6,-26.37
AAV8-RK-PDE6B,3,5,1.9,235.8,-25.27
AAV8-RK-PDE6B,3,5,1.9,236.0,-24.71
AAV8-RK-PDE6B,3,5,1.9,236.2,-24.86
AAV8-RK-PDE6B,3,5,1.9,236.4,-25.83
AAV8-RK-PDE6B,3,5,1.9,236.6,-27.67
AAV8-RK-PDE6B,3,5,1.9,236.8,-30.38
AAV8-RK-PDE6B,3,5,1.9,237.0,-33.87
AAV8-RK-PDE6B,3,5,1.9,237.2,-37.99
AAV8-RK-PDE6B,3,5,1.9,237.4,-42.54
AAV8-RK-PDE6B,3,5,1.9,237.6,-47.24
AAV8-RK-PDE6B,3,5,1.9,237.8,-51.82
AAV8-RK-PDE6B,3,5,1.9,238.0,-55.96
AAV8-RK-PDE6B,3,5,1.9,238.2,-59.37
AAV8-RK-PDE6B,3,5,1.9,238.4,-61.79
AAV8-RK-PDE6B,3,5,1.9,238.6,-63.03
AAV8-RK-PDE6B,3,5,1.9,238.8,-62.97
AAV8-RK-PDE6B,3,5,1.9,239.0,-61.59
AAV8-RK-PDE6B,3,5,1.9,239.2,-58.97
AAV8-RK-PDE6B,3,5,1.9,239.4,-55.3
AAV8-RK-PDE6B,3,5,1.9,239.6,-50.84
AAV8-RK-PDE6B,3,5,1.9,239.8,-45.93
AAV8-RK-PDE6B,3,5,1.9,240.0,-40.95
AAV8-RK-PDE6B,3,5,1.9,240.2,-36.29
AAV8-RK-PDE6B,3,5,1.9,240.4,-32.33
AAV8-RK-PDE6B,3,5,1.9,240.6,-29.35
AAV8-RK-PDE6B,3,5,1.9,240.8,-27.59
AAV8-RK-PDE6B,3,5,1.9,241.0,-27.13
AAV8-RK-PDE6B,3,5,1.9,241.2,-27.95
AAV8-RK-PDE6B,3,5,1.9,241.4,-29.92
AAV8-RK-PDE6B,3,5,1.9,241.6,-32.78
AAV8-RK-PDE6B,3,5,1.9,241.8,-36.18
AAV8-RK-PDE6B,3,5,1.9,242.0,-39.73
AAV8-RK-PDE6B,3,5,1.9,242.2,-43.01
AAV8-RK-PDE6B,3,5,1.9,242.4,-24.37
AAV8-RK-PDE6B,3,5,1.9,242.6,-26.01
AAV8-RK-PDE6B,3,5,1.9,242.8,-27.59
AAV8-RK-PDE6B,3,5,1.9,243.0,-28.98
AAV8-RK-PDE6B,3,5,1.9,243.2,-30.06
AAV8-RK-PDE6B,3,5,1.9,243.4,-30.72
AAV8-RK-PDE6B,3,5,1.9,243.6,-30.9
AAV8-RK-PDE6B,3,5,1.9,243.8,-30.56
AAV8-RK-PDE6B,3,5,1.9,244.0,-29.72
AAV8-RK-PDE6B,3,5,1.9,244.2,-28.42
AAV8-RK-PDE6B,3,5,1.9,244.4,-26.77
AAV8-RK-PDE6B,3,5,1.9,244.6,-24.89
AAV8-RK-PDE6B,3,5,1.9,244.8,-22.93
AAV8-RK-PDE6B,3,5,1.9,245.0,-21.06
AAV8-RK-PDE6B,3,5,1.9,245.2,-19.44
AAV8-RK-PDE6B,3,5,1.9,245.4,-18.22
AAV8-RK-PDE6B,3,5,1.9,245.6,-17.51
AAV8-RK-PDE6B,3,5,1.9,245.8,-17.38
AAV8-RK-PDE6B,3,5,1.9,246.0,-17.84
AAV8-RK-PDE6B,3,5,1.9,246.2,-18.87
AAV8-RK-PDE6B,3,5,1.9,246.4,-20.37
AAV8-RK-PDE6B,3,5,1.9,246.6,-22.2
AAV8-RK-PDE6B,3,5,1.9,246.8,-24.2
AAV8-RK-PDE6B,3,5,1.9,247.0,-26.18
AAV8-RK-PDE6B,3,5,1.9,247.2,-27.96
AAV8-RK-PDE6B,3,5,1.9,247.4,-29.37
AAV8-RK-PDE6B,3,5,1.9,247.6,-30.26
AAV8-RK-PDE6B,3,5,1.9,247.8,-30.56
AAV8-RK-PDE6B,3,5,1.9,248.0,-30.23
AAV8-RK-PDE6B,3,5,1.9,248.2,-29.32
AAV8-RK-PDE6B,3,5,1.9,248.4,-27.93
AAV8-RK-PDE6B,3,5,1.9,248.6,-26.18
AAV8-RK-PDE6B,3,5,1.9,248.8,-24.29
AAV8-RK-PDE6B,3,5,1.9,249.0,-22.45
AAV8-RK-PDE6B,3,5,1.9,249.2,-20.87
AAV8-RK-PDE6B,3,5,1.9,249.4,-19.74
AAV8-RK-PDE6B,3,5,1.9,249.6,-19.2
AAV8-RK-PDE6B,3,5,1.9,249.8,-19.35
AAV8-RK-PDE6B,3,5,1.9,250.0,-20.23
AAV8-RK-PDE6B,3,5,1.9,250.2,-21.78
AAV8-RK-PDE6B,3,5,1.9,250.4,-23.92
AAV8-RK-PDE6B,3,5,1.9,250.6,-26.48
AAV8-RK-PDE6B,3,5,1.9,250.8,-29.27
AAV8-RK-PDE6B,3,5,1.9,251.0,-32.07
AAV8-RK-PDE6B,3,5,1.9,251.2,-34.66
AAV8-RK-PDE6B,3,5,1.9,251.4,-36.85
AAV8-RK-PDE6B,3,5,1.9,251.6,-38.48
AAV8-RK-PDE6B,3,5,1.9,251.8,-39.46
AAV8-RK-PDE6B,3,5,1.9,252.0,-39.74
AAV8-RK-PDE6B,3,5,1.9,252.2,-39.36
AAV8-RK-PDE6B,3,5,1.9,252.4,-38.39
AAV8-RK-PDE6B,3,5,1.9,252.6,-36.99
AAV8-RK-PDE6B,3,5,1.9,252.8,-35.33
AAV8-RK-PDE6B,3,5,1.9,253.0,-33.58
AAV8-RK-PDE6B,3,5,1.9,253.2,-31.94
AAV8-RK-PDE6B,3,5,1.9,253.4,-30.57
AAV8-RK-PDE6B,3,5,1.9,253.6,-29.59
AAV8-RK-PDE6B,3,5,1.9,253.8,-29.07
AAV8-RK-PDE6B,3,5,1.9,254.0,-29.05
AAV8-RK-PDE6B,3,5,1.9,254.2,-29.5
AAV8-RK-PDE6B,3,5,1.9,254.4,-30.33
AAV8-RK-PDE6B,3,5,1.9,254.6,-31.46
AAV8-RK-PDE6B,3,5,1.9,254.8,-32.75
AAV8-RK-PDE6B,3,5,1.9,255.0,-34.08
AAV8-RK-PDE6B,3,5,1.9,255.2,-35.34
AAV8-RK-PDE6B,3,5,1.9,255.4,-36.45
AAV8-RK-PDE6B,3,5,1.9,255.6,-37.36
AAV8-RK-PDE6B,3,5,1.9,255.8,-38.07
AAV8-RK-PDE6B,3,5,1.9,256.0,-38.58
AAV8-RK-PDE6B,3,5,1.9,256.2,-38.96
AAV8-RK-PDE6B,3,5,1.9,256.4,-39.26
AAV8-RK-PDE6B,3,5,1.9,256.6,-39.56
AAV8-RK-PDE6B,3,5,1.9,256.8,-39.91
AAV8-RK-PDE6B,3,5,1.9,257.0,-40.34
AAV8-RK-PDE6B,3,5,1.9,257.2,-40.84
AAV8-RK-PDE6B,3,5,1.9,257.4,-41.37
AAV8-RK-PDE6B,3,5,1.9,257.6,-41.84
AAV8-RK-PDE6B,3,5,1.9,257.8,-42.14
AAV8-RK-PDE6B,3,5,1.9,258.0,-42.13
AAV8-RK-PDE6B,3,5,1.9,258.2,-41.68
AAV8-RK-PDE6B,3,5,1.9,258.4,-40.66
AAV8-RK-PDE6B,3,5,1.9,258.6,-38.99
AAV8-RK-PDE6B,3,5,1.9,258.8,-36.63
AAV8-RK-PDE6B,3,5,1.9,259.0,-33.59
AAV8-RK-PDE6B,3,5,1.9,259.2,-29.94
AAV8-RK-PDE6B,3,5,1.9,259.4,-25.83
AAV8-RK-PDE6B,3,5,1.9,259.6,-21.43
AAV8-RK-PDE6B,3,5,1.9,259.8,-16.96
AAV8-RK-PDE6B,3,5,1.9,260.0,-12.65
AAV8-RK-PDE6B,3,6,2.8,0.0,13.82
AAV8-RK-PDE6B,3,6,2.8,0.2,11.81
AAV8-RK-PDE6B,3,6,2.8,0.4,8.94
AAV8-RK-PDE6B,3,6,2.8,0.6,5.32
AAV8-RK-PDE6B,3,6,2.8,0.8,1.11
AAV8-RK-PDE6B,3,6,2.8,1.0,-0.86
AAV8-RK-PDE6B,3,6,2.8,1.2,-2.0
AAV8-RK-PDE6B,3,6,2.8,1.4,-3.07
AAV8-RK-PDE6B,3,6,2.8,1.6,-3.97
AAV8-RK-PDE6B,3,6,2.8,1.8,-4.62
AAV8-RK-PDE6B,3,6,2.8,2.0,-4.95
AAV8-RK-PDE6B,3,6,2.8,2.2,-4.91
AAV8-RK-PDE6B,3,6,2.8,2.4,-4.48
AAV8-RK-PDE6B,3,6,2.8,2.6,-3.67
AAV8-RK-PDE6B,3,6,2.8,2.8,-2.52
AAV8-RK-PDE6B,3,6,2.8,3.0,-1.1
AAV8-RK-PDE6B,3,6,2.8,3.2,2.01
AAV8-RK-PDE6B,3,6,2.8,3.4,8.73
AAV8-RK-PDE6B,3,6,2.8,3.6,15.29
AAV8-RK-PDE6B,3,6,2.8,3.8,21.28
AAV8-RK-PDE6B,3,6,2.8,4.0,26.32
AAV8-RK-PDE6B,3,6,2.8,4.2,30.14
AAV8-RK-PDE6B,3,6,2.8,4.4,32.54
AAV8-RK-PDE6B,3,6,2.8,4.6,33.46
AAV8-RK-PDE6B,3,6,2.8,4.8,32.94
AAV8-RK-PDE6B,3,6,2.8,5.0,31.12
AAV8-RK-PDE6B,3,6,2.8,5.2,28.24
AAV8-RK-PDE6B,3,6,2.8,5.4,24.56
AAV8-RK-PDE6B,3,6,2.8,5.6,20.39
AAV8-RK-PDE6B,3,6,2.8,5.8,16.03
AAV8-RK-PDE6B,3,6,2.8,6.0,11.76
AAV8-RK-PDE6B,3,6,2.8,6.2,7.83
AAV8-RK-PDE6B,3,6,2.8,6.4,4.4
AAV8-RK-PDE6B,3,6,2.8,6.6,1.62
AAV8-RK-PDE6B,3,6,2.8,6.8,-0.11
AAV8-RK-PDE6B,3,6,2.8,7.0,-0.44
AAV8-RK-PDE6B,3,6,2.8,7.2,-0.59
AAV8-RK-PDE6B,3,6,2.8,7.4,-0.57
AAV8-RK-PDE6B,3,6,2.8,7.6,-0.39
AAV8-RK-PDE6B,3,6,2.8,7.8,-0.08
AAV8-RK-PDE6B,3,6,2.8,8.0,1.42
AAV8-RK-PDE6B,3,6,2.8,8.2,3.56
AAV8-RK-PDE6B,3,6,2.8,8.4,6.02
AAV8-RK-PDE6B,3,6,2.8,8.6,8.7
AAV8-RK-PDE6B,3,6,2.8,8.8,11.51
AAV8-RK-PDE6B,3,6,2.8,9.0,14.35
AAV8-RK-PDE6B,3,6,2.8,9.2,17.1
AAV8-RK-PDE6B,3,6,2.8,9.4,19.68
AAV8-RK-PDE6B,3,6,2.8,9.6,21.97
AAV8-RK-PDE6B,3,6,2.8,9.8,23.9
AAV8-RK-PDE6B,3,6,2.8,10.0,25.42
AAV8-RK-PDE6B,3,6,2.8,10.2,26.5
AAV8-RK-PDE6B,3,6,2.8,10.4,27.17
AAV8-RK-PDE6B,3,6,2.8,10.6,29.26
AAV8-RK-PDE6B,3,6,2.8,10.8,26.77
AAV8-RK-PDE6B,3,6,2.8,11.0,23.18
AAV8-RK-PDE6B,3,6,2.8,11.2,18.92
AAV8-RK-PDE6B,3,6,2.8,11.4,14.5
AAV8-RK-PDE6B,3,6,2.8,11.6,10.45
AAV8-RK-PDE6B,3,6,2.8,11.8,7.23
AAV8-RK-PDE6B,3,6,2.8,12.0,5.24
AAV8-RK-PDE6B,3,6,2.8,12.2,4.68
AAV8-RK-PDE6B,3,6,2.8,12.4,5.59
AAV8-RK-PDE6B,3,6,2.8,12.6,7.8
AAV8-RK-PDE6B,3,6,2.8,12.8,11.0
AAV8-RK-PDE6B,3,6,2.8,13.0,14.73
AAV8-RK-PDE6B,3,6,2.8,13.2,18.48
AAV8-RK-PDE6B,3,6,2.8,13.4,21.71
AAV8-RK-PDE6B,3,6,2.8,13.6,23.95
AAV8-RK-PDE6B,3,6,2.8,13.8,24.87
AAV8-RK-PDE6B,3,6,2.8,14.0,24.26
AAV8-RK-PDE6B,3,6,2.8,14.2,22.12
AAV8-RK-PDE6B,3,6,2.8,14.4,18.63
AAV8-RK-PDE6B,3,6,2.8,14.6,14.11
AAV8-RK-PDE6B,3,6,2.8,14.8,9.04
AAV8-RK-PDE6B,3,6,2.8,15.0,3.92
AAV8-RK-PDE6B,3,6,2.8,15.2,-0.18
AAV8-RK-PDE6B,3,6,2.8,15.4,-1.1
AAV8-RK-PDE6B,3,6,2.8,15.6,-1.7
AAV8-RK-PDE6B,3,6,2.8,15.8,-1.92
AAV8-RK-PDE6B,3,6,2.8,16.0,-1.76
AAV8-RK-PDE6B,3,6,2.8,16.2,-1.24
AAV8-RK-PDE6B,3,6,2.8,16.4,-0.43
AAV8-RK-PDE6B,3,6,2.8,16.6,2.35
AAV8-RK-PDE6B,3,6,2.8,16.8,6.82
AAV8-RK-PDE6B,3,6,2.8,17.0,11.26
AAV8-RK-PDE6B,3,6,2.8,17.2,15.27
AAV8-RK-PDE6B,3,6,2.8,17.4,18.55
AAV8-RK-PDE6B,3,6,2.8,17.6,20.89
AAV8-RK-PDE6B,3,6,2.8,17.8,22.19
AAV8-RK-PDE6B,3,6,2.8,18.0,22.49
AAV8-RK-PDE6B,3,6,2.8,18.2,21.88
AAV8-RK-PDE6B,3,6,2.8,18.4,20.55
AAV8-RK-PDE6B,3,6,2.8,18.6,18.71
AAV8-RK-PDE6B,3,6,2.8,18.8,16.55
AAV8-RK-PDE6B,3,6,2.8,19.0,14.24
AAV8-RK-PDE6B,3,6,2.8,19.2,11.91
AAV8-RK-PDE6B,3,6,2.8,19.4,9.6
AAV8-RK-PDE6B,3,6,2.8,19.6,7.34
AAV8-RK-PDE6B,3,6,2.8,19.8,5.08
AAV8-RK-PDE6B,3,6,2.8,20.0,2.77
AAV8-RK-PDE6B,3,6,2.8,20.2,0.38
AAV8-RK-PDE6B,3,6,2.8,20.4,-0.52
AAV8-RK-PDE6B,3,6,2.8,20.6,-1.15
AAV8-RK-PDE6B,3,6,2.8,20.8,-1.77
AAV8-RK-PDE6B,3,6,2.8,21.0,-2.32
AAV8-RK-PDE6B,3,6,2.8,21.2,-2.78
AAV8-RK-PDE6B,3,6,2.8,21.4,-3.06
AAV8-RK-PDE6B,3,6,2.8,21.6,-3.13
AAV8-RK-PDE6B,3,6,2.8,21.8,-2.93
AAV8-RK-PDE6B,3,6,2.8,22.0,-2.44
AAV8-RK-PDE6B,3,6,2.8,22.2,-1.66
AAV8-RK-PDE6B,3,6,2.8,22.4,-0.61
AAV8-RK-PDE6B,3,6,2.8,22.6,2.64
AAV8-RK-PDE6B,3,6,2.8,22.8,8.31
AAV8-RK-PDE6B,3,6,2.8,23.0,14.21
AAV8-RK-PDE6B,3,6,2.8,23.2,19.93
AAV8-RK-PDE6B,3,6,2.8,23.4,25.12
AAV8-RK-PDE6B,3,6,2.8,23.6,29.44
AAV8-RK-PDE6B,3,6,2.8,23.8,32.67
AAV8-RK-PDE6B,3,6,2.8,24.0,34.69
AAV8-RK-PDE6B,3,6,2.8,24.2,35.5
AAV8-RK-PDE6B,3,6,2.8,24.4,35.21
AAV8-RK-PDE6B,3,6,2.8,24.6,34.06
AAV8-RK-PDE6B,3,6,2.8,24.8,32.3
AAV8-RK-PDE6B,3,6,2.8,25.0,30.26
AAV8-RK-PDE6B,3,6,2.8,25.2,28.23
AAV8-RK-PDE6B,3,6,2.8,25.4,26.45
AAV8-RK-PDE6B,3,6,2.8,25.6,25.08
AAV8-RK-PDE6B,3,6,2.8,25.8,24.18
AAV8-RK-PDE6B,3,6,2.8,26.0,23.71
AAV8-RK-PDE6B,3,6,2.8,26.2,23.54
AAV8-RK-PDE6B,3,6,2.8,26.4,23.49
AAV8-RK-PDE6B,3,6,2.8,26.6,23.34
AAV8-RK-PDE6B,3,6,2.8,26.8,22.87
AAV8-RK-PDE6B,3,6,2.8,27.0,21.95
AAV8-RK-PDE6B,3,6,2.8,27.2,20.48
AAV8-RK-PDE6B,3,6,2.8,27.4,18.5
AAV8-RK-PDE6B,3,6,2.8,27.6,16.13
AAV8-RK-PDE6B,3,6,2.8,27.8,13.6
AAV8-RK-PDE6B,3,6,2.8,28.0,11.2
AAV8-RK-PDE6B,3,6,2.8,28.2,9.25
AAV8-RK-PDE6B,3,6,2.8,28.4,8.07
AAV8-RK-PDE6B,3,6,2.8,28.6,7.9
AAV8-RK-PDE6B,3,6,2.8,28.8,8.92
AAV8-RK-PDE6B,3,6,2.8,29.0,11.15
AAV8-RK-PDE6B,3,6,2.8,29.2,14.49
AAV8-RK-PDE6B,3,6,2.8,29.4,18.71
AAV8-RK-PDE6B,3,6,2.8,29.6,23.46
AAV8-RK-PDE6B,3,6,2.8,29.8,28.31
AAV8-RK-PDE6B,3,6,2.8,30.0,32.8
AAV8-RK-PDE6B,3,6,2.8,30.2,36.49
AAV8-RK-PDE6B,3,6,2.8,30.4,39.01
AAV8-RK-PDE6B,3,6,2.8,30.6,40.11
AAV8-RK-PDE6B,3,6,2.8,30.8,39.66
AAV8-RK-PDE6B,3,6,2.8,31.0,37.71
AAV8-RK-PDE6B,3,6,2.8,31.2,34.45
AAV8-RK-PDE6B,3,6,2.8,31.4,30.21
AAV8-RK-PDE6B,3,6,2.8,31.6,25.39
AAV8-RK-PDE6B,3,6,2.8,31.8,20.46
